# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
  STN,YYYYMMDD,   HH,   DD,   FH
  235,20200604,    7,  350,   40
  235,20200604,    8,  330,   40
  235,20200604,    9,  320,   40
  235,20200604,   10,  320,   50
  235,20200604,   11,  340,   60
  235,20200604,   12,  350,   50
  235,20200604,   13,  350,   50
  235,20200604,   14,  340,   50
  235,20200604,   15,  340,   50
  235,20200604,   16,  330,   60
  235,20200604,   17,  320,   50
  235,20200604,   18,  310,   50
  235,20200604,   19,  330,   50
  235,20200604,   20,  310,   40
  235,20200604,   21,  300,   50
  235,20200604,   22,  290,   50
  235,20200604,   23,  300,   50
  235,20200604,   24,  290,   50
  235,20200605,    1,  270,   60
  235,20200605,    2,  270,   60
  235,20200605,    3,  250,   50
  235,20200605,    4,  230,   40
  235,20200605,    5,  190,   30
  235,20200605,    6,  150,   40
  235,20200605,    7,  180,   70
  235,20200605,    8,  190,   90
  235,20200605,    9,  180,   90
  235,20200605,   10,  270,   50
  235,20200605,   11,  260,   70
  235,20200605,   12,  320,   70
  235,20200605,   13,  310,   80
  235,20200605,   14,  310,   80
  235,20200605,   15,  300,   80
  235,20200605,   16,  300,   70
  235,20200605,   17,  310,   70
  235,20200605,   18,  280,   70
  235,20200605,   19,  260,   70
  235,20200605,   20,  270,   80
  235,20200605,   21,  260,   70
  235,20200605,   22,  250,   70
  235,20200605,   23,  250,   70
  235,20200605,   24,  250,   70
  235,20200606,    1,  250,   80
  235,20200606,    2,  250,   90
  235,20200606,    3,  250,   80
  235,20200606,    4,  250,   90
  235,20200606,    5,  250,   90
  235,20200606,    6,  240,   80
  235,20200606,    7,  230,  100
  235,20200606,    8,  230,  100
  235,20200606,    9,  230,  110
  235,20200606,   10,  220,  110
  235,20200606,   11,  230,  110
  235,20200606,   12,  220,  110
  235,20200606,   13,  220,  110
  235,20200606,   14,  230,  110
  235,20200606,   15,  210,  100
  235,20200606,   16,  230,  100
  235,20200606,   17,  210,  100
  235,20200606,   18,  210,   90
  235,20200606,   19,  230,   90
  235,20200606,   20,  220,   90
  235,20200606,   21,  210,   70
  235,20200606,   22,  210,   70
  235,20200606,   23,  210,   70
  235,20200606,   24,  210,   80
  235,20200607,    1,  230,   90
  235,20200607,    2,  250,   80
  235,20200607,    3,  260,   80
  235,20200607,    4,  260,   80
  235,20200607,    5,  270,   80
  235,20200607,    6,  290,   70
  235,20200607,    7,  290,   70
  235,20200607,    8,  280,   70
  235,20200607,    9,  290,   80
  235,20200607,   10,  290,   80
  235,20200607,   11,  270,   80
  235,20200607,   12,  250,   80
  235,20200607,   13,  250,   70
  235,20200607,   14,  250,   80
  235,20200607,   15,  230,   70
  235,20200607,   16,  240,   70
  235,20200607,   17,  250,   60
  235,20200607,   18,  260,   60
  235,20200607,   19,  260,   50
  235,20200607,   20,  260,   50
  235,20200607,   21,  270,   40
  235,20200607,   22,  290,   30
  235,20200607,   23,  300,   20
  235,20200607,   24,  320,   20
  235,20200608,    1,  350,   10
  235,20200608,    2,   10,   20
  235,20200608,    3,  360,   20
  235,20200608,    4,  350,   20
  235,20200608,    5,  350,   10
  235,20200608,    6,  360,   20
  235,20200608,    7,   30,   30
  235,20200608,    8,  350,   30
  235,20200608,    9,  350,   40
  235,20200608,   10,  330,   40
  235,20200608,   11,  320,   50
  235,20200608,   12,  310,   50
  235,20200608,   13,   40,   30
  235,20200608,   14,   30,   40
  235,20200608,   15,  360,   60
  235,20200608,   16,   10,   60
  235,20200608,   17,   10,   60
  235,20200608,   18,   20,   60
  235,20200608,   19,   10,   50
  235,20200608,   20,   10,   50
  235,20200608,   21,   10,   40
  235,20200608,   22,   10,   40
  235,20200608,   23,   10,   30
  235,20200608,   24,  360,   30
  235,20200609,    1,   10,   30
  235,20200609,    2,  360,   30
  235,20200609,    3,   10,   30
  235,20200609,    4,   10,   30
  235,20200609,    5,   20,   20
  235,20200609,    6,  360,   20
  235,20200609,    7,   40,   20
  235,20200609,    8,   40,   20
  235,20200609,    9,   30,   20
  235,20200609,   10,   70,   30
  235,20200609,   11,   60,   30
  235,20200609,   12,   40,   30
  235,20200609,   13,   60,   40
  235,20200609,   14,   50,   40
  235,20200609,   15,   40,   30
  235,20200609,   16,   30,   30
  235,20200609,   17,  340,   30
  235,20200609,   18,  350,   30
  235,20200609,   19,  340,   30
  235,20200609,   20,   10,   20
  235,20200609,   21,   10,   20
  235,20200609,   22,  360,   20
  235,20200609,   23,  350,   10
  235,20200609,   24,  990,   10
  235,20200610,    1,  250,   10
  235,20200610,    2,  250,   10
  235,20200610,    3,  280,   10
  235,20200610,    4,  290,   10
  235,20200610,    5,    0,   10
  235,20200610,    6,   90,   20
  235,20200610,    7,   80,   30
  235,20200610,    8,   80,   30
  235,20200610,    9,   70,   40
  235,20200610,   10,   80,   50
  235,20200610,   11,   60,   40
  235,20200610,   12,   70,   50
  235,20200610,   13,   60,   50
  235,20200610,   14,   60,   60
  235,20200610,   15,   70,   50
  235,20200610,   16,   70,   40
  235,20200610,   17,   60,   40
  235,20200610,   18,   70,   50
  235,20200610,   19,   70,   60
  235,20200610,   20,   60,   60
  235,20200610,   21,   70,   60
  235,20200610,   22,   60,   70
  235,20200610,   23,   70,   60
  235,20200610,   24,   60,   70
  235,20200611,    1,   60,   70
  235,20200611,    2,   60,   70
  235,20200611,    3,   60,   60
  235,20200611,    4,   60,   60
  235,20200611,    5,   60,   70
  235,20200611,    6,   50,   70
  235,20200611,    7,   30,   60
  235,20200611,    8,   20,   70
  235,20200611,    9,   20,   70
  235,20200611,   10,   40,   70
  235,20200611,   11,   40,   70
  235,20200611,   12,   50,   70
  235,20200611,   13,   50,   80
  235,20200611,   14,   60,   70
  235,20200611,   15,   70,   60
  235,20200611,   16,   60,   50
  235,20200611,   17,   70,   60
  235,20200611,   18,   70,   60
  235,20200611,   19,   60,   70
  235,20200611,   20,   60,   60
  235,20200611,   21,   70,   60
  235,20200611,   22,   70,   60
  235,20200611,   23,   80,   60
  235,20200611,   24,   70,   40
  235,20200612,    1,   70,   40
  235,20200612,    2,   70,   50
  235,20200612,    3,   60,   40
  235,20200612,    4,   80,   40
  235,20200612,    5,   70,   40
  235,20200612,    6,   80,   50
  235,20200612,    7,   90,   50
  235,20200612,    8,  100,   50
  235,20200612,    9,   60,   50
  235,20200612,   10,   50,   50
  235,20200612,   11,   50,   60
  235,20200612,   12,   50,   60
  235,20200612,   13,   60,   60
  235,20200612,   14,   50,   60
  235,20200612,   15,   40,   50
  235,20200612,   16,   30,   40
  235,20200612,   17,   30,   40
  235,20200612,   18,   20,   40
  235,20200612,   19,  260,   50
  235,20200612,   20,  300,   40
  235,20200612,   21,  360,   30
  235,20200612,   22,   70,   40
  235,20200612,   23,  210,   70
  235,20200612,   24,  230,   60
  235,20200613,    1,  310,   30
  235,20200613,    2,   60,   30
  235,20200613,    3,  100,   50
  235,20200613,    4,  110,   40
  235,20200613,    5,  120,   30
  235,20200613,    6,  150,   20
  235,20200613,    7,  100,   20
  235,20200613,    8,  200,   20
  235,20200613,    9,   30,   20
  235,20200613,   10,  320,   30
  235,20200613,   11,  290,   30
  235,20200613,   12,  320,   20
  235,20200613,   13,  320,   30
  235,20200613,   14,   30,   30
  235,20200613,   15,   40,   30
  235,20200613,   16,   20,   40
  235,20200613,   17,   30,   50
  235,20200613,   18,   30,   50
  235,20200613,   19,   50,   50
  235,20200613,   20,   30,   40
  235,20200613,   21,   40,   30
  235,20200613,   22,   40,   20
  235,20200613,   23,   10,   20
  235,20200613,   24,   50,   30
  235,20200614,    1,  360,   10
  235,20200614,    2,   10,   20
  235,20200614,    3,   40,   40
  235,20200614,    4,   40,   40
  235,20200614,    5,   50,   20
  235,20200614,    6,  350,   20
  235,20200614,    7,  310,   20
  235,20200614,    8,   10,   20
  235,20200614,    9,   60,   20
  235,20200614,   10,   60,   20
  235,20200614,   11,  290,   30
  235,20200614,   12,  290,   30
  235,20200614,   13,  280,   40
  235,20200614,   14,  320,   50
  235,20200614,   15,  300,   40
  235,20200614,   16,  290,   40
  235,20200614,   17,  280,   30
  235,20200614,   18,  260,   30
  235,20200614,   19,  250,   30
  235,20200614,   20,  270,   40
  235,20200614,   21,  260,   40
  235,20200614,   22,  290,   20
  235,20200614,   23,  320,   20
  235,20200614,   24,  260,   20
  235,20200615,    1,  250,   30
  235,20200615,    2,  260,   40
  235,20200615,    3,  270,   30
  235,20200615,    4,  250,   20
  235,20200615,    5,  240,   20
  235,20200615,    6,  230,   30
  235,20200615,    7,  240,   30
  235,20200615,    8,  230,   30
  235,20200615,    9,  250,   40
  235,20200615,   10,  260,   50
  235,20200615,   11,  260,   50
  235,20200615,   12,  260,   50
  235,20200615,   13,  250,   40
  235,20200615,   14,  250,   50
  235,20200615,   15,  260,   50
  235,20200615,   16,  270,   50
  235,20200615,   17,  270,   40
  235,20200615,   18,  320,   30
  235,20200615,   19,  240,   10
  235,20200615,   20,  300,   20
  235,20200615,   21,   10,   20
  235,20200615,   22,  360,   10
  235,20200615,   23,  340,   10
  235,20200615,   24,  320,   10
  235,20200616,    1,  330,   10
  235,20200616,    2,  300,   10
  235,20200616,    3,   10,   10
  235,20200616,    4,  330,   10
  235,20200616,    5,   10,   10
  235,20200616,    6,  300,   10
  235,20200616,    7,  260,   10
  235,20200616,    8,   20,   10
  235,20200616,    9,   50,   20
  235,20200616,   10,   60,   20
  235,20200616,   11,   70,   10
  235,20200616,   12,   60,   20
  235,20200616,   13,   70,   20
  235,20200616,   14,   60,   30
  235,20200616,   15,   60,   20
  235,20200616,   16,   60,   20
  235,20200616,   17,   30,   20
  235,20200616,   18,   50,   30
  235,20200616,   19,   50,   30
  235,20200616,   20,   50,   20
  235,20200616,   21,   50,   30
  235,20200616,   22,   50,   40
  235,20200616,   23,   80,   40
  235,20200616,   24,   80,   30
  235,20200617,    1,   80,   30
  235,20200617,    2,   80,   30
  235,20200617,    3,   80,   30
  235,20200617,    4,   70,   30
  235,20200617,    5,   60,   40
  235,20200617,    6,   60,   40
  235,20200617,    7,   50,   40
  235,20200617,    8,   50,   40
  235,20200617,    9,   50,   40
  235,20200617,   10,   40,   40
  235,20200617,   11,   30,   40
  235,20200617,   12,   40,   50
  235,20200617,   13,   20,   50
  235,20200617,   14,   50,   50
  235,20200617,   15,   40,   50
  235,20200617,   16,   30,   50
  235,20200617,   17,   30,   60
  235,20200617,   18,   20,   60
  235,20200617,   19,   20,   60
  235,20200617,   20,   30,   50
  235,20200617,   21,   50,   70
  235,20200617,   22,   30,   50
  235,20200617,   23,   40,   50
  235,20200617,   24,   10,   20
  235,20200618,    1,  330,   20
  235,20200618,    2,  360,   20
  235,20200618,    3,   10,   30
  235,20200618,    4,  360,   30
  235,20200618,    5,   40,   20
  235,20200618,    6,  120,   40
  235,20200618,    7,  120,   40
  235,20200618,    8,  140,   40
  235,20200618,    9,  190,   50
  235,20200618,   10,  210,   60
  235,20200618,   11,  210,   60
  235,20200618,   12,  220,   60
  235,20200618,   13,  220,   60
  235,20200618,   14,  240,   50
  235,20200618,   15,  250,   40
  235,20200618,   16,  260,   40
  235,20200618,   17,  270,   40
  235,20200618,   18,  310,   20
  235,20200618,   19,  330,   10
  235,20200618,   20,  340,   10
  235,20200618,   21,  140,   10
  235,20200618,   22,  150,   20
  235,20200618,   23,  150,   20
  235,20200618,   24,  160,   10
  235,20200619,    1,  200,   10
  235,20200619,    2,  220,   10
  235,20200619,    3,  270,   10
  235,20200619,    4,  260,   10
  235,20200619,    5,  250,   10
  235,20200619,    6,  250,   20
  235,20200619,    7,  260,   30
  235,20200619,    8,  270,   30
  235,20200619,    9,  260,   30
  235,20200619,   10,  280,   30
  235,20200619,   11,  260,   30
  235,20200619,   12,  280,   40
  235,20200619,   13,  250,   50
  235,20200619,   14,  240,   50
  235,20200619,   15,  240,   50
  235,20200619,   16,  230,   60
  235,20200619,   17,  220,   60
  235,20200619,   18,  240,   70
  235,20200619,   19,  230,   60
  235,20200619,   20,  230,   50
  235,20200619,   21,  230,   40
  235,20200619,   22,  230,   40
  235,20200619,   23,  220,   30
  235,20200619,   24,  210,   40
  235,20200620,    1,  220,   30
  235,20200620,    2,  220,   40
  235,20200620,    3,  230,   40
  235,20200620,    4,  240,   50
  235,20200620,    5,  250,   50
  235,20200620,    6,  270,   50
  235,20200620,    7,  270,   50
  235,20200620,    8,  270,   30
  235,20200620,    9,  270,   30
  235,20200620,   10,  260,   30
  235,20200620,   11,  260,   30
  235,20200620,   12,  240,   50
  235,20200620,   13,  230,   60
  235,20200620,   14,  250,   60
  235,20200620,   15,  250,   50
  235,20200620,   16,  250,   50
  235,20200620,   17,  260,   40
  235,20200620,   18,  250,   30
  235,20200620,   19,  230,   30
  235,20200620,   20,  230,   10
  235,20200620,   21,  180,   10
  235,20200620,   22,  160,   10
  235,20200620,   23,  150,   20
  235,20200620,   24,  150,   20
  235,20200621,    1,  160,   20
  235,20200621,    2,  170,   20
  235,20200621,    3,  160,   30
  235,20200621,    4,  150,   30
  235,20200621,    5,  160,   40
  235,20200621,    6,  170,   50
  235,20200621,    7,  170,   60
  235,20200621,    8,  170,   60
  235,20200621,    9,  180,   70
  235,20200621,   10,  180,   70
  235,20200621,   11,  210,   70
  235,20200621,   12,  230,   80
  235,20200621,   13,  250,   80
  235,20200621,   14,  240,   70
  235,20200621,   15,  230,   70
  235,20200621,   16,  230,   80
  235,20200621,   17,  220,   70
  235,20200621,   18,  230,   70
  235,20200621,   19,  230,   70
  235,20200621,   20,  230,   60
  235,20200621,   21,  230,   50
  235,20200621,   22,  230,   50
  235,20200621,   23,  230,   30
  235,20200621,   24,  230,   30
  235,20200622,    1,  240,   30
  235,20200622,    2,  250,   20
  235,20200622,    3,  290,   20
  235,20200622,    4,  290,   30
  235,20200622,    5,  300,   30
  235,20200622,    6,  290,   30
  235,20200622,    7,  290,   40
  235,20200622,    8,  290,   40
  235,20200622,    9,  290,   40
  235,20200622,   10,  280,   30
  235,20200622,   11,  270,   30
  235,20200622,   12,  260,   40
  235,20200622,   13,  250,   40
  235,20200622,   14,  260,   50
  235,20200622,   15,  250,   50
  235,20200622,   16,  250,   40
  235,20200622,   17,  250,   40
  235,20200622,   18,  250,   40
  235,20200622,   19,  240,   30
  235,20200622,   20,  220,   20
  235,20200622,   21,  170,   20
  235,20200622,   22,  150,   20
  235,20200622,   23,  180,   20
  235,20200622,   24,  160,   20
  235,20200623,    1,  170,   20
  235,20200623,    2,  170,   20
  235,20200623,    3,  170,   20
  235,20200623,    4,  180,   20
  235,20200623,    5,  190,   20
  235,20200623,    6,  200,   30
  235,20200623,    7,  220,   50
  235,20200623,    8,  230,   50
  235,20200623,    9,  240,   50
  235,20200623,   10,  240,   60
  235,20200623,   11,  240,   50
  235,20200623,   12,  240,   50
  235,20200623,   13,  250,   50
  235,20200623,   14,  260,   40
  235,20200623,   15,  270,   40
  235,20200623,   16,  270,   20
  235,20200623,   17,  270,   20
  235,20200623,   18,  360,   20
  235,20200623,   19,   30,   20
  235,20200623,   20,   40,   20
  235,20200623,   21,   30,   30
  235,20200623,   22,   80,   40
  235,20200623,   23,   80,   50
  235,20200623,   24,   70,   50
  235,20200624,    1,   80,   50
  235,20200624,    2,   90,   40
  235,20200624,    3,   90,   40
  235,20200624,    4,   80,   30
  235,20200624,    5,  100,   30
  235,20200624,    6,  100,   40
  235,20200624,    7,  100,   40
  235,20200624,    8,  110,   40
  235,20200624,    9,   80,   40
  235,20200624,   10,   70,   40
  235,20200624,   11,   60,   50
  235,20200624,   12,   50,   40
  235,20200624,   13,   40,   50
  235,20200624,   14,   40,   50
  235,20200624,   15,   50,   60
  235,20200624,   16,   50,   60
  235,20200624,   17,   40,   60
  235,20200624,   18,   50,   60
  235,20200624,   19,   50,   70
  235,20200624,   20,   60,   70
  235,20200624,   21,   60,   60
  235,20200624,   22,   70,   60
  235,20200624,   23,   80,   70
  235,20200624,   24,   90,   60
  235,20200625,    1,  100,   50
  235,20200625,    2,   90,   40
  235,20200625,    3,   90,   40
  235,20200625,    4,  100,   40
  235,20200625,    5,   90,   40
  235,20200625,    6,  110,   40
  235,20200625,    7,  110,   50
  235,20200625,    8,  100,   50
  235,20200625,    9,  100,   50
  235,20200625,   10,  110,   50
  235,20200625,   11,  100,   50
  235,20200625,   12,  100,   50
  235,20200625,   13,   90,   50
  235,20200625,   14,  100,   60
  235,20200625,   15,   30,   50
  235,20200625,   16,   30,   50
  235,20200625,   17,   30,   50
  235,20200625,   18,   50,   50
  235,20200625,   19,   60,   70
  235,20200625,   20,   70,   50
  235,20200625,   21,   80,   50
  235,20200625,   22,  110,   40
  235,20200625,   23,  110,   40
  235,20200625,   24,  110,   40
  235,20200626,    1,  120,   40
  235,20200626,    2,  120,   40
  235,20200626,    3,  120,   40
  235,20200626,    4,  120,   40
  235,20200626,    5,  110,   40
  235,20200626,    6,  110,   40
  235,20200626,    7,  140,   50
  235,20200626,    8,  120,   50
  235,20200626,    9,  120,   50
  235,20200626,   10,  130,   60
  235,20200626,   11,  120,   60
  235,20200626,   12,  130,   60
  235,20200626,   13,  160,   60
  235,20200626,   14,  150,   60
  235,20200626,   15,  150,   60
  235,20200626,   16,  130,   50
  235,20200626,   17,  110,   50
  235,20200626,   18,  130,   50
  235,20200626,   19,  110,   40
  235,20200626,   20,  180,   30
  235,20200626,   21,  240,   20
  235,20200626,   22,  220,   40
  235,20200626,   23,  210,   50
  235,20200626,   24,  220,   40
  235,20200627,    1,  210,   30
  235,20200627,    2,  170,   30
  235,20200627,    3,  210,   30
  235,20200627,    4,  190,   20
  235,20200627,    5,  170,   30
  235,20200627,    6,  190,   30
  235,20200627,    7,  200,   40
  235,20200627,    8,  210,   60
  235,20200627,    9,  230,   50
  235,20200627,   10,  250,   50
  235,20200627,   11,  250,   40
  235,20200627,   12,  240,   50
  235,20200627,   13,  240,   60
  235,20200627,   14,  220,   50
  235,20200627,   15,  200,   50
  235,20200627,   16,  210,   60
  235,20200627,   17,  200,   80
  235,20200627,   18,  200,   70
  235,20200627,   19,  210,  110
  235,20200627,   20,  210,  120
  235,20200627,   21,  210,  110
  235,20200627,   22,  200,  120
  235,20200627,   23,  200,  120
  235,20200627,   24,  220,  120
  235,20200628,    1,  220,  110
  235,20200628,    2,  220,  100
  235,20200628,    3,  220,  100
  235,20200628,    4,  210,  110
  235,20200628,    5,  220,  110
  235,20200628,    6,  220,  110
  235,20200628,    7,  230,  120
  235,20200628,    8,  240,  110
  235,20200628,    9,  240,  110
  235,20200628,   10,  230,  110
  235,20200628,   11,  230,  120
  235,20200628,   12,  230,  120
  235,20200628,   13,  230,  120
  235,20200628,   14,  220,  120
  235,20200628,   15,  220,  110
  235,20200628,   16,  220,  110
  235,20200628,   17,  220,  110
  235,20200628,   18,  220,  120
  235,20200628,   19,  220,  120
  235,20200628,   20,  220,  120
  235,20200628,   21,  220,  110
  235,20200628,   22,  220,  110
  235,20200628,   23,  220,  100
  235,20200628,   24,  230,  100
  235,20200629,    1,  220,   90
  235,20200629,    2,  230,   90
  235,20200629,    3,  230,   90
  235,20200629,    4,  240,   90
  235,20200629,    5,  240,   90
  235,20200629,    6,  240,   90
  235,20200629,    7,  240,   90
  235,20200629,    8,  230,  100
  235,20200629,    9,  230,  100
  235,20200629,   10,  230,  100
  235,20200629,   11,  230,  110
  235,20200629,   12,  230,  110
  235,20200629,   13,  220,  110
  235,20200629,   14,  230,  110
  235,20200629,   15,  230,  110
  235,20200629,   16,  220,  110
  235,20200629,   17,  220,  110
  235,20200629,   18,  220,  110
  235,20200629,   19,  220,  110
  235,20200629,   20,  230,  110
  235,20200629,   21,  230,  100
  235,20200629,   22,  240,  110
  235,20200629,   23,  240,  100
  235,20200629,   24,  250,  110
  235,20200630,    1,  250,  100
  235,20200630,    2,  250,  100
  235,20200630,    3,  250,  100
  235,20200630,    4,  250,  100
  235,20200630,    5,  250,  100
  235,20200630,    6,  250,   90
  235,20200630,    7,  250,   90
  235,20200630,    8,  250,  100
  235,20200630,    9,  250,   90
  235,20200630,   10,  250,  100
  235,20200630,   11,  250,  100
  235,20200630,   12,  250,   90
  235,20200630,   13,  240,   90
  235,20200630,   14,  240,   90
  235,20200630,   15,  240,   80
  235,20200630,   16,  240,   80
  235,20200630,   17,  230,   60
  235,20200630,   18,  230,   60
  235,20200630,   19,  230,   50
  235,20200630,   20,  250,   50
  235,20200630,   21,  250,   50
  235,20200630,   22,  250,   40
  235,20200630,   23,  240,   40
  235,20200630,   24,  230,   40
  235,20200701,    1,  230,   30
  235,20200701,    2,  230,   40
  235,20200701,    3,  220,   30
  235,20200701,    4,  220,   30
  235,20200701,    5,  220,   40
  235,20200701,    6,  230,   50
  235,20200701,    7,  230,   50
  235,20200701,    8,  230,   70
  235,20200701,    9,  230,   70
  235,20200701,   10,  230,   80
  235,20200701,   11,  230,   90
  235,20200701,   12,  240,   90
  235,20200701,   13,  240,   80
  235,20200701,   14,  250,   90
  235,20200701,   15,  240,   90
  235,20200701,   16,  240,   90
  235,20200701,   17,  240,   80
  235,20200701,   18,  240,   80
  235,20200701,   19,  250,   70
  235,20200701,   20,  230,   50
  235,20200701,   21,  230,   50
  235,20200701,   22,  230,   40
  235,20200701,   23,  240,   50
  235,20200701,   24,  250,   40
  235,20200702,    1,  250,   30
  235,20200702,    2,  250,   30
  235,20200702,    3,  280,   20
  235,20200702,    4,  280,   10
  235,20200702,    5,  990,   10
  235,20200702,    6,  170,   10
  235,20200702,    7,  240,   20
  235,20200702,    8,  240,   60
  235,20200702,    9,  240,   70
  235,20200702,   10,  250,   70
  235,20200702,   11,  250,   70
  235,20200702,   12,  250,   80
  235,20200702,   13,  250,   80
  235,20200702,   14,  250,   80
  235,20200702,   15,  250,   80
  235,20200702,   16,  250,   70
  235,20200702,   17,  260,   70
  235,20200702,   18,  260,   60
  235,20200702,   19,  260,   50
  235,20200702,   20,  260,   40
  235,20200702,   21,  270,   30
  235,20200702,   22,  270,   30
  235,20200702,   23,  290,   20
  235,20200702,   24,  260,   10
  235,20200703,    1,  300,   20
  235,20200703,    2,  310,   10
  235,20200703,    3,  320,   20
  235,20200703,    4,  270,   20
  235,20200703,    5,  260,   20
  235,20200703,    6,  240,   30
  235,20200703,    7,  240,   50
  235,20200703,    8,  240,   60
  235,20200703,    9,  220,   70
  235,20200703,   10,  230,   80
  235,20200703,   11,  230,   80
  235,20200703,   12,  220,   90
  235,20200703,   13,  240,  110
  235,20200703,   14,  240,  110
  235,20200703,   15,  220,  120
  235,20200703,   16,  220,  110
  235,20200703,   17,  220,  110
  235,20200703,   18,  220,  110
  235,20200703,   19,  220,  100
  235,20200703,   20,  220,  110
  235,20200703,   21,  220,  100
  235,20200703,   22,  220,  110
  235,20200703,   23,  230,  100
  235,20200703,   24,  220,  100
  235,20200704,    1,  230,  110
  235,20200704,    2,  220,  100
  235,20200704,    3,  220,  100
  235,20200704,    4,  220,  100
  235,20200704,    5,  220,  100
  235,20200704,    6,  220,  110
  235,20200704,    7,  220,  110
  235,20200704,    8,  230,  120
  235,20200704,    9,  230,  120
  235,20200704,   10,  230,  110
  235,20200704,   11,  230,  110
  235,20200704,   12,  230,  110
  235,20200704,   13,  230,  110
  235,20200704,   14,  230,  100
  235,20200704,   15,  220,  100
  235,20200704,   16,  220,  100
  235,20200704,   17,  220,  100
  235,20200704,   18,  220,  100
  235,20200704,   19,  230,   80
  235,20200704,   20,  220,   90
  235,20200704,   21,  230,   80
  235,20200704,   22,  230,   90
  235,20200704,   23,  230,   90
  235,20200704,   24,  230,   90
  235,20200705,    1,  220,  100
  235,20200705,    2,  220,  110
  235,20200705,    3,  220,  110
  235,20200705,    4,  220,  120
  235,20200705,    5,  220,  130
  235,20200705,    6,  230,  130
  235,20200705,    7,  230,  120
  235,20200705,    8,  230,  120
  235,20200705,    9,  230,  120
  235,20200705,   10,  230,  130
  235,20200705,   11,  230,  120
  235,20200705,   12,  240,  120
  235,20200705,   13,  240,  130
  235,20200705,   14,  240,  120
  235,20200705,   15,  260,  100
  235,20200705,   16,  270,   80
  235,20200705,   17,  270,   70
  235,20200705,   18,  270,   60
  235,20200705,   19,  250,   40
  235,20200705,   20,  230,   30
  235,20200705,   21,  240,   30
  235,20200705,   22,  260,   80
  235,20200705,   23,  280,  120
  235,20200705,   24,  260,  100
  235,20200706,    1,  260,  110
  235,20200706,    2,  260,  120
  235,20200706,    3,  270,  120
  235,20200706,    4,  270,  120
  235,20200706,    5,  280,  110
  235,20200706,    6,  280,  100
  235,20200706,    7,  280,  100
  235,20200706,    8,  280,   90
  235,20200706,    9,  280,   90
  235,20200706,   10,  280,   90
  235,20200706,   11,  280,  100
  235,20200706,   12,  270,   90
  235,20200706,   13,  290,   90
  235,20200706,   14,  290,   90
  235,20200706,   15,  290,   80
  235,20200706,   16,  300,   80
  235,20200706,   17,  300,   80
  235,20200706,   18,  300,   60
  235,20200706,   19,  290,   50
  235,20200706,   20,  300,   50
  235,20200706,   21,  300,   40
  235,20200706,   22,  290,   30
  235,20200706,   23,  290,   30
  235,20200706,   24,  280,   30
  235,20200707,    1,  270,   30
  235,20200707,    2,  240,   30
  235,20200707,    3,  240,   30
  235,20200707,    4,  220,   40
  235,20200707,    5,  190,   30
  235,20200707,    6,  240,   50
  235,20200707,    7,  240,   60
  235,20200707,    8,  280,   70
  235,20200707,    9,  280,   70
  235,20200707,   10,  270,   70
  235,20200707,   11,  270,   70
  235,20200707,   12,  270,   70
  235,20200707,   13,  270,   70
  235,20200707,   14,  250,   70
  235,20200707,   15,  260,   60
  235,20200707,   16,  250,   50
  235,20200707,   17,  230,   50
  235,20200707,   18,  240,   30
  235,20200707,   19,  230,   20
  235,20200707,   20,  230,   20
  235,20200707,   21,  200,   10
  235,20200707,   22,  180,   20
  235,20200707,   23,  180,   20
  235,20200707,   24,  170,   30
  235,20200708,    1,  990,   20
  235,20200708,    2,  160,   20
  235,20200708,    3,  120,   20
  235,20200708,    4,   80,   20
  235,20200708,    5,   70,   20
  235,20200708,    6,   60,   20
  235,20200708,    7,   70,   30
