# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
  STN,YYYYMMDD,   HH,   DD,   FH
  235,20200201,   17,  240,   90
  235,20200201,   18,  240,   90
  235,20200201,   19,  240,   90
  235,20200201,   20,  250,  100
  235,20200201,   21,  240,  110
  235,20200201,   22,  240,  100
  235,20200201,   23,  240,  110
  235,20200201,   24,  250,  100
  235,20200202,    1,  260,   90
  235,20200202,    2,  260,   90
  235,20200202,    3,  270,   70
  235,20200202,    4,  270,   70
  235,20200202,    5,  250,   50
  235,20200202,    6,  240,   40
  235,20200202,    7,  230,   30
  235,20200202,    8,  200,   30
  235,20200202,    9,  170,   20
  235,20200202,   10,  160,   20
  235,20200202,   11,  170,   40
  235,20200202,   12,  140,   30
  235,20200202,   13,  150,   30
  235,20200202,   14,  150,   30
  235,20200202,   15,  200,   30
  235,20200202,   16,  270,   60
  235,20200202,   17,  270,   90
  235,20200202,   18,  270,   90
  235,20200202,   19,  270,   70
  235,20200202,   20,  240,   50
  235,20200202,   21,  230,   50
  235,20200202,   22,  230,   70
  235,20200202,   23,  230,   80
  235,20200202,   24,  240,   90
  235,20200203,    1,  240,  100
  235,20200203,    2,  240,   90
  235,20200203,    3,  240,   90
  235,20200203,    4,  240,   80
  235,20200203,    5,  240,   80
  235,20200203,    6,  240,   80
  235,20200203,    7,  240,   90
  235,20200203,    8,  250,  100
  235,20200203,    9,  250,   90
  235,20200203,   10,  250,   80
  235,20200203,   11,  250,   90
  235,20200203,   12,  250,   90
  235,20200203,   13,  250,   90
  235,20200203,   14,  250,   90
  235,20200203,   15,  260,   90
  235,20200203,   16,  250,   60
  235,20200203,   17,  250,   60
  235,20200203,   18,  240,   50
  235,20200203,   19,  270,   50
  235,20200203,   20,  280,   50
  235,20200203,   21,  290,   60
  235,20200203,   22,  300,   70
  235,20200203,   23,  290,   80
  235,20200203,   24,  290,   80
  235,20200204,    1,  290,   90
  235,20200204,    2,  280,   90
  235,20200204,    3,  280,  100
  235,20200204,    4,  280,  110
  235,20200204,    5,  280,  100
  235,20200204,    6,  280,  100
  235,20200204,    7,  280,  100
  235,20200204,    8,  290,  100
  235,20200204,    9,  290,   90
  235,20200204,   10,  300,   80
  235,20200204,   11,  290,   90
  235,20200204,   12,  290,   80
  235,20200204,   13,  300,   70
  235,20200204,   14,   10,   30
  235,20200204,   15,   20,   20
  235,20200204,   16,  360,   20
  235,20200204,   17,  360,   30
  235,20200204,   18,  350,   30
  235,20200204,   19,  340,   30
  235,20200204,   20,  330,   30
  235,20200204,   21,  340,   30
  235,20200204,   22,  330,   30
  235,20200204,   23,  340,   30
  235,20200204,   24,  360,   30
  235,20200205,    1,  360,   40
  235,20200205,    2,  360,   20
  235,20200205,    3,  300,   10
  235,20200205,    4,  330,   10
  235,20200205,    5,  340,   20
  235,20200205,    6,  350,   10
  235,20200205,    7,  310,   10
  235,20200205,    8,  310,   10
  235,20200205,    9,  300,   10
  235,20200205,   10,  310,   20
  235,20200205,   11,  260,   30
  235,20200205,   12,  270,   20
  235,20200205,   13,  250,   30
  235,20200205,   14,  270,   40
  235,20200205,   15,  270,   50
  235,20200205,   16,  270,   40
  235,20200205,   17,  260,   30
  235,20200205,   18,  250,   30
  235,20200205,   19,  270,   30
  235,20200205,   20,  280,   40
  235,20200205,   21,  270,   30
  235,20200205,   22,  250,   40
  235,20200205,   23,  250,   40
  235,20200205,   24,  250,   50
  235,20200206,    1,  260,   40
  235,20200206,    2,  260,   50
  235,20200206,    3,  250,   50
  235,20200206,    4,  280,   50
  235,20200206,    5,  270,   40
  235,20200206,    6,  280,   30
  235,20200206,    7,  290,   30
  235,20200206,    8,  300,   40
  235,20200206,    9,  290,   30
  235,20200206,   10,  290,   30
  235,20200206,   11,  260,   30
  235,20200206,   12,  290,   30
  235,20200206,   13,  270,   30
  235,20200206,   14,  270,   30
  235,20200206,   15,  250,   30
  235,20200206,   16,  250,   30
  235,20200206,   17,  240,   20
  235,20200206,   18,  230,   20
  235,20200206,   19,  220,   20
  235,20200206,   20,  250,   10
  235,20200206,   21,  200,   10
  235,20200206,   22,  220,   20
  235,20200206,   23,  230,   20
  235,20200206,   24,  190,   10
  235,20200207,    1,  200,   10
  235,20200207,    2,  180,   10
  235,20200207,    3,  110,   10
  235,20200207,    4,  130,   20
  235,20200207,    5,  130,   30
  235,20200207,    6,  130,   20
  235,20200207,    7,  140,   30
  235,20200207,    8,  150,   30
  235,20200207,    9,  150,   30
  235,20200207,   10,  140,   40
  235,20200207,   11,  130,   60
  235,20200207,   12,  130,   70
  235,20200207,   13,  130,   70
  235,20200207,   14,  130,   60
  235,20200207,   15,  130,   60
  235,20200207,   16,  130,   60
  235,20200207,   17,  140,   50
  235,20200207,   18,  140,   50
  235,20200207,   19,  160,   50
  235,20200207,   20,  150,   50
  235,20200207,   21,  160,   60
  235,20200207,   22,  160,   60
  235,20200207,   23,  160,   60
  235,20200207,   24,  170,   50
  235,20200208,    1,  170,   60
  235,20200208,    2,  170,   50
  235,20200208,    3,  170,   50
  235,20200208,    4,  170,   50
  235,20200208,    5,  170,   60
  235,20200208,    6,  170,   50
  235,20200208,    7,  170,   50
  235,20200208,    8,  180,   50
  235,20200208,    9,  180,   60
  235,20200208,   10,  190,   60
  235,20200208,   11,  200,   70
  235,20200208,   12,  210,   90
  235,20200208,   13,  220,   80
  235,20200208,   14,  230,   50
  235,20200208,   15,  220,   50
  235,20200208,   16,  210,   50
  235,20200208,   17,  200,   50
  235,20200208,   18,  210,   60
  235,20200208,   19,  220,   70
  235,20200208,   20,  210,   70
  235,20200208,   21,  210,   80
  235,20200208,   22,  210,   90
  235,20200208,   23,  200,   90
  235,20200208,   24,  210,   90
  235,20200209,    1,  200,  100
  235,20200209,    2,  200,  110
  235,20200209,    3,  200,  120
  235,20200209,    4,  200,  130
  235,20200209,    5,  200,  140
  235,20200209,    6,  200,  150
  235,20200209,    7,  200,  160
  235,20200209,    8,  200,  170
  235,20200209,    9,  200,  180
  235,20200209,   10,  200,  190
  235,20200209,   11,  200,  210
  235,20200209,   12,  200,  220
  235,20200209,   13,  200,  220
  235,20200209,   14,  210,  220
  235,20200209,   15,  200,  210
  235,20200209,   16,  200,  210
  235,20200209,   17,  210,  210
  235,20200209,   18,  210,  200
  235,20200209,   19,  220,  170
  235,20200209,   20,  230,  150
  235,20200209,   21,  220,  140
  235,20200209,   22,  240,  140
  235,20200209,   23,  260,  140
  235,20200209,   24,  250,  140
  235,20200210,    1,  240,  130
  235,20200210,    2,  240,  120
  235,20200210,    3,  250,  140
  235,20200210,    4,  250,  150
  235,20200210,    5,  250,  120
  235,20200210,    6,  270,  140
  235,20200210,    7,  270,  150
  235,20200210,    8,  270,  160
  235,20200210,    9,  270,  170
  235,20200210,   10,  270,  160
  235,20200210,   11,  260,  150
  235,20200210,   12,  260,  150
  235,20200210,   13,  250,  150
  235,20200210,   14,  250,  150
  235,20200210,   15,  240,  130
  235,20200210,   16,  230,  110
  235,20200210,   17,  250,   90
  235,20200210,   18,  300,   80
  235,20200210,   19,  270,   50
  235,20200210,   20,  280,   70
  235,20200210,   21,  260,  100
  235,20200210,   22,  270,  140
  235,20200210,   23,  270,  150
  235,20200210,   24,  270,  160
  235,20200211,    1,  260,  160
  235,20200211,    2,  260,  170
  235,20200211,    3,  260,  160
  235,20200211,    4,  260,  160
  235,20200211,    5,  260,  160
  235,20200211,    6,  260,  170
  235,20200211,    7,  260,  160
  235,20200211,    8,  260,  160
  235,20200211,    9,  260,  170
  235,20200211,   10,  260,  170
  235,20200211,   11,  270,  170
  235,20200211,   12,  270,  160
  235,20200211,   13,  270,  160
  235,20200211,   14,  270,  160
  235,20200211,   15,  270,  160
  235,20200211,   16,  270,  150
  235,20200211,   17,  270,  150
  235,20200211,   18,  270,  150
  235,20200211,   19,  270,  160
  235,20200211,   20,  270,  160
  235,20200211,   21,  270,  160
  235,20200211,   22,  270,  160
  235,20200211,   23,  270,  150
  235,20200211,   24,  270,  160
  235,20200212,    1,  270,  160
  235,20200212,    2,  270,  160
  235,20200212,    3,  270,  160
  235,20200212,    4,  270,  160
  235,20200212,    5,  260,  150
  235,20200212,    6,  270,  150
  235,20200212,    7,  270,  140
  235,20200212,    8,  270,  140
  235,20200212,    9,  270,  130
  235,20200212,   10,  270,  140
  235,20200212,   11,  270,  130
  235,20200212,   12,  270,  120
  235,20200212,   13,  260,  120
  235,20200212,   14,  270,  110
  235,20200212,   15,  260,  120
  235,20200212,   16,  270,  120
  235,20200212,   17,  270,  110
  235,20200212,   18,  260,  100
  235,20200212,   19,  260,  100
  235,20200212,   20,  250,   90
  235,20200212,   21,  250,   80
  235,20200212,   22,  250,   90
  235,20200212,   23,  250,   70
  235,20200212,   24,  230,   50
  235,20200213,    1,  220,   40
  235,20200213,    2,  170,   40
  235,20200213,    3,  170,   50
  235,20200213,    4,  170,   60
  235,20200213,    5,  160,   60
  235,20200213,    6,  160,   70
  235,20200213,    7,  160,   70
  235,20200213,    8,  160,   70
  235,20200213,    9,  150,   70
  235,20200213,   10,  150,   80
  235,20200213,   11,  160,  100
  235,20200213,   12,  170,   90
  235,20200213,   13,  200,   80
  235,20200213,   14,  210,   90
  235,20200213,   15,  210,   80
  235,20200213,   16,  210,   70
  235,20200213,   17,  220,   60
  235,20200213,   18,  260,   40
  235,20200213,   19,  270,   30
  235,20200213,   20,  310,   40
  235,20200213,   21,  300,   40
  235,20200213,   22,  290,   40
  235,20200213,   23,  290,   30
  235,20200213,   24,  260,   30
  235,20200214,    1,  280,   30
  235,20200214,    2,  290,   40
  235,20200214,    3,  310,   30
  235,20200214,    4,  330,   30
  235,20200214,    5,  350,   40
  235,20200214,    6,  350,   30
  235,20200214,    7,  350,   30
  235,20200214,    8,  320,   20
  235,20200214,    9,  240,   10
  235,20200214,   10,  220,   10
  235,20200214,   11,  230,   30
  235,20200214,   12,  230,   50
  235,20200214,   13,  220,   60
  235,20200214,   14,  210,   70
  235,20200214,   15,  210,   90
  235,20200214,   16,  200,   90
  235,20200214,   17,  210,   90
  235,20200214,   18,  200,   80
  235,20200214,   19,  200,   90
  235,20200214,   20,  200,  100
  235,20200214,   21,  210,  100
  235,20200214,   22,  210,  110
  235,20200214,   23,  210,  110
  235,20200214,   24,  210,  100
  235,20200215,    1,  210,  100
  235,20200215,    2,  210,  100
  235,20200215,    3,  210,  100
  235,20200215,    4,  200,  100
  235,20200215,    5,  210,  100
  235,20200215,    6,  210,  110
  235,20200215,    7,  210,  100
  235,20200215,    8,  200,  110
  235,20200215,    9,  200,  120
  235,20200215,   10,  190,  120
  235,20200215,   11,  190,  120
  235,20200215,   12,  200,  120
  235,20200215,   13,  200,  130
  235,20200215,   14,  200,  130
  235,20200215,   15,  200,  130
  235,20200215,   16,  200,  150
  235,20200215,   17,  190,  140
  235,20200215,   18,  190,  150
  235,20200215,   19,  190,  140
  235,20200215,   20,  200,  160
  235,20200215,   21,  200,  190
  235,20200215,   22,  210,  200
  235,20200215,   23,  200,  190
  235,20200215,   24,  210,  180
  235,20200216,    1,  210,  170
  235,20200216,    2,  200,  170
  235,20200216,    3,  200,  180
  235,20200216,    4,  200,  190
  235,20200216,    5,  200,  200
  235,20200216,    6,  200,  200
  235,20200216,    7,  200,  200
  235,20200216,    8,  200,  200
  235,20200216,    9,  210,  190
  235,20200216,   10,  210,  180
  235,20200216,   11,  220,  160
  235,20200216,   12,  220,  120
  235,20200216,   13,  230,  110
  235,20200216,   14,  230,   80
  235,20200216,   15,  240,   70
  235,20200216,   16,  250,   80
  235,20200216,   17,  260,   90
  235,20200216,   18,  220,   90
  235,20200216,   19,  230,   90
  235,20200216,   20,  240,  120
  235,20200216,   21,  230,  110
  235,20200216,   22,  230,  110
  235,20200216,   23,  230,  120
  235,20200216,   24,  230,  130
  235,20200217,    1,  240,  150
  235,20200217,    2,  240,  140
  235,20200217,    3,  240,  140
  235,20200217,    4,  240,  140
  235,20200217,    5,  230,  130
  235,20200217,    6,  230,  120
  235,20200217,    7,  220,  120
  235,20200217,    8,  210,  110
  235,20200217,    9,  210,  120
  235,20200217,   10,  220,  120
  235,20200217,   11,  230,  110
  235,20200217,   12,  220,  120
  235,20200217,   13,  220,  110
  235,20200217,   14,  220,  110
  235,20200217,   15,  230,  110
  235,20200217,   16,  230,  100
  235,20200217,   17,  220,   90
  235,20200217,   18,  230,   90
  235,20200217,   19,  230,   80
  235,20200217,   20,  240,   80
  235,20200217,   21,  240,   90
  235,20200217,   22,  250,   90
  235,20200217,   23,  250,  100
  235,20200217,   24,  250,  100
  235,20200218,    1,  260,  110
  235,20200218,    2,  260,  110
  235,20200218,    3,  250,  110
  235,20200218,    4,  260,  120
  235,20200218,    5,  250,  120
  235,20200218,    6,  250,  110
  235,20200218,    7,  260,  110
  235,20200218,    8,  260,  110
  235,20200218,    9,  250,  110
  235,20200218,   10,  250,  110
  235,20200218,   11,  240,  110
  235,20200218,   12,  240,  110
  235,20200218,   13,  240,  110
  235,20200218,   14,  230,  110
  235,20200218,   15,  220,  100
  235,20200218,   16,  230,  100
  235,20200218,   17,  220,  100
  235,20200218,   18,  220,  100
  235,20200218,   19,  220,  110
  235,20200218,   20,  220,  110
  235,20200218,   21,  220,  110
  235,20200218,   22,  240,  120
  235,20200218,   23,  250,   90
  235,20200218,   24,  270,   90
  235,20200219,    1,  280,   90
  235,20200219,    2,  290,   80
  235,20200219,    3,  290,   90
  235,20200219,    4,  280,  100
  235,20200219,    5,  290,   90
  235,20200219,    6,  290,   90
  235,20200219,    7,  290,   90
  235,20200219,    8,  280,  100
  235,20200219,    9,  280,   90
  235,20200219,   10,  270,   90
  235,20200219,   11,  270,  110
  235,20200219,   12,  270,  100
  235,20200219,   13,  270,  100
  235,20200219,   14,  270,   90
  235,20200219,   15,  260,   90
  235,20200219,   16,  250,   80
  235,20200219,   17,  240,   80
  235,20200219,   18,  220,   70
  235,20200219,   19,  210,   60
  235,20200219,   20,  220,   70
  235,20200219,   21,  210,   70
  235,20200219,   22,  210,   90
  235,20200219,   23,  210,  100
  235,20200219,   24,  200,  100
  235,20200220,    1,  220,  110
  235,20200220,    2,  220,  100
  235,20200220,    3,  220,  100
  235,20200220,    4,  220,  100
  235,20200220,    5,  220,  100
  235,20200220,    6,  210,  100
  235,20200220,    7,  210,  100
  235,20200220,    8,  210,  110
  235,20200220,    9,  210,  120
  235,20200220,   10,  210,  130
  235,20200220,   11,  210,  140
  235,20200220,   12,  210,  140
  235,20200220,   13,  210,  140
  235,20200220,   14,  210,  160
  235,20200220,   15,  210,  150
  235,20200220,   16,  210,  150
  235,20200220,   17,  280,  140
  235,20200220,   18,  290,  100
  235,20200220,   19,  290,   70
  235,20200220,   20,  290,   90
  235,20200220,   21,  280,  100
  235,20200220,   22,  290,  120
  235,20200220,   23,  280,  120
  235,20200220,   24,  280,  120
  235,20200221,    1,  280,  130
  235,20200221,    2,  270,  120
  235,20200221,    3,  270,  110
  235,20200221,    4,  270,  120
  235,20200221,    5,  270,  120
  235,20200221,    6,  260,  100
  235,20200221,    7,  260,  100
  235,20200221,    8,  250,   90
  235,20200221,    9,  250,   90
  235,20200221,   10,  240,   80
  235,20200221,   11,  230,   90
  235,20200221,   12,  230,  100
  235,20200221,   13,  230,  100
  235,20200221,   14,  230,  110
  235,20200221,   15,  230,  120
  235,20200221,   16,  220,  120
  235,20200221,   17,  220,  120
  235,20200221,   18,  220,  120
  235,20200221,   19,  220,  120
  235,20200221,   20,  220,  120
  235,20200221,   21,  220,  120
  235,20200221,   22,  220,  120
  235,20200221,   23,  220,  120
  235,20200221,   24,  220,  120
  235,20200222,    1,  220,  110
  235,20200222,    2,  220,  120
  235,20200222,    3,  220,  130
  235,20200222,    4,  220,  150
  235,20200222,    5,  220,  150
  235,20200222,    6,  220,  140
  235,20200222,    7,  220,  140
  235,20200222,    8,  220,  140
  235,20200222,    9,  230,  150
  235,20200222,   10,  230,  140
  235,20200222,   11,  230,  140
  235,20200222,   12,  230,  140
  235,20200222,   13,  250,  130
  235,20200222,   14,  250,  110
  235,20200222,   15,  240,   90
  235,20200222,   16,  240,   90
  235,20200222,   17,  250,   90
  235,20200222,   18,  250,  100
  235,20200222,   19,  270,  100
  235,20200222,   20,  250,   80
  235,20200222,   21,  270,   80
  235,20200222,   22,  250,   70
  235,20200222,   23,  240,   80
  235,20200222,   24,  250,   90
  235,20200223,    1,  240,   90
  235,20200223,    2,  250,  100
  235,20200223,    3,  250,   90
  235,20200223,    4,  240,   90
  235,20200223,    5,  250,   90
  235,20200223,    6,  240,   60
  235,20200223,    7,  180,   30
  235,20200223,    8,  160,   40
  235,20200223,    9,  160,   30
  235,20200223,   10,  280,   40
  235,20200223,   11,  240,  130
  235,20200223,   12,  260,  150
  235,20200223,   13,  280,  130
  235,20200223,   14,  280,  100
  235,20200223,   15,  300,  110
  235,20200223,   16,  300,   90
  235,20200223,   17,  280,   80
  235,20200223,   18,  300,  100
  235,20200223,   19,  290,  100
  235,20200223,   20,  290,   90
  235,20200223,   21,  280,   90
  235,20200223,   22,  290,   80
  235,20200223,   23,  290,   70
  235,20200223,   24,  280,   70
  235,20200224,    1,  290,   60
  235,20200224,    2,  290,   50
  235,20200224,    3,  270,   40
  235,20200224,    4,  270,   30
  235,20200224,    5,  220,   30
  235,20200224,    6,  170,   30
  235,20200224,    7,  180,   40
  235,20200224,    8,  170,   60
  235,20200224,    9,  160,   70
  235,20200224,   10,  160,   70
  235,20200224,   11,  160,  100
  235,20200224,   12,  170,   90
  235,20200224,   13,  210,  100
  235,20200224,   14,  230,  120
  235,20200224,   15,  230,  130
  235,20200224,   16,  230,  130
  235,20200224,   17,  230,  130
  235,20200224,   18,  230,  120
  235,20200224,   19,  220,  120
  235,20200224,   20,  220,  120
  235,20200224,   21,  230,  110
  235,20200224,   22,  240,  120
  235,20200224,   23,  270,  110
  235,20200224,   24,  260,  130
  235,20200225,    1,  260,  120
  235,20200225,    2,  260,  110
  235,20200225,    3,  260,  120
  235,20200225,    4,  260,  110
  235,20200225,    5,  260,  120
  235,20200225,    6,  260,  120
  235,20200225,    7,  260,  120
  235,20200225,    8,  260,  120
  235,20200225,    9,  260,  120
  235,20200225,   10,  260,  120
  235,20200225,   11,  260,  110
  235,20200225,   12,  260,  110
  235,20200225,   13,  260,  110
  235,20200225,   14,  260,  100
  235,20200225,   15,  260,  110
  235,20200225,   16,  250,   90
  235,20200225,   17,  270,   80
  235,20200225,   18,  250,   70
  235,20200225,   19,  260,   60
  235,20200225,   20,  250,   50
  235,20200225,   21,  250,   40
  235,20200225,   22,   10,   30
  235,20200225,   23,  990,   10
  235,20200225,   24,  160,   30
  235,20200226,    1,  190,   30
  235,20200226,    2,  200,   30
  235,20200226,    3,  330,   20
  235,20200226,    4,  340,   40
  235,20200226,    5,  310,   30
  235,20200226,    6,  300,   50
  235,20200226,    7,  310,   60
  235,20200226,    8,  300,   60
  235,20200226,    9,  300,   70
  235,20200226,   10,  300,   60
  235,20200226,   11,  300,   70
  235,20200226,   12,  300,   60
  235,20200226,   13,  290,   70
  235,20200226,   14,  300,   70
  235,20200226,   15,  290,   70
  235,20200226,   16,  290,   70
  235,20200226,   17,  280,   70
  235,20200226,   18,  290,   70
  235,20200226,   19,  280,   60
